Order Date,Order Ref No,Customer Ref,Order Number,Product Key,Region Key,Order Quantity
16/02/2018,2018XX278965,130801,ON#2406,334,207,4
16/02/2018,2018XX278965,130801,ON#2446,380,191,4
03/05/2016,2016YY233353,129061,ON#2355,222,158,4
03/05/2016,2016YY233353,129061,ON#2360,472,188,4
03/05/2016,2016YY233353,129061,ON#2384,448,115,3
04/10/2017,2017XX275199,126556,ON#2363,281,105,3
11/12/2018,2018XX270180,122791,ON#2368,485,177,4
23/12/2017,2017XX242789,130696,ON#2369,425,100,3
12/12/2018,2018XX254668,128866,ON#2421,367,190,3
22/11/2017,2017XX255942,126856,ON#2449,475,160,4
22/12/2016,2016XX238232,124966,ON#2426,470,217,3
18/08/2016,2016XX249747,126646,ON#2363,204,114,4
30/05/2018,2018XX219535,131251,ON#2430,239,122,4
30/05/2018,2018XX219535,131251,ON#2403,433,105,4
07/06/2018,2018XX278881,132406,ON#2430,438,196,3
21/12/2018,2018XX257937,126136,ON#2358,351,101,4
12/12/2017,2017XX251091,128116,ON#2392,378,129,3
06/12/2017,2017YY217890,121396,ON#2439,310,165,4
10/11/2017,2017XX228187,129076,ON#2441,466,204,4
22/10/2016,2016XX261185,123901,ON#2366,306,135,4
22/10/2016,2016XX261185,123901,ON#2445,452,213,4
03/12/2015,2015YY228957,128971,ON#2446,338,191,3
03/12/2015,2015YY228957,128971,ON#2374,356,175,3
03/12/2015,2015YY228957,128971,ON#2438,240,190,3
22/10/2015,2015XX236727,122761,ON#2405,293,206,3
22/10/2015,2015XX236727,122761,ON#2448,366,143,3
22/10/2015,2015XX236727,122761,ON#2428,245,119,4
13/05/2015,2015XX265812,127561,ON#2360,338,124,4
13/05/2015,2015XX265812,127561,ON#2350,347,126,3
13/05/2015,2015XX265812,127561,ON#2357,245,150,4
13/05/2015,2015XX265812,127561,ON#2431,374,154,3
21/11/2018,2018XX269956,126196,ON#2358,303,107,4
21/11/2018,2018XX269956,126196,ON#2383,221,218,3
21/11/2018,2018XX269956,126196,ON#2410,260,173,3
26/11/2017,2017XX264531,126706,ON#2367,470,204,4
02/12/2016,2016YY221376,125836,ON#2420,230,192,4
04/12/2018,2018XX254542,124441,ON#2357,211,156,3
13/06/2016,2016XX270593,123616,ON#2364,339,176,3
13/06/2016,2016XX270593,123616,ON#2444,426,159,3
08/10/2016,2016XX233836,123256,ON#2398,365,144,4
26/08/2016,2016XX259848,129136,ON#2442,208,154,4
26/08/2016,2016XX259848,129136,ON#2428,312,181,3
26/08/2016,2016XX259848,129136,ON#2372,432,219,3
26/08/2016,2016XX259848,129136,ON#2351,482,144,4
17/12/2016,2016XX246898,129286,ON#2416,304,134,4
17/12/2016,2016XX246898,129286,ON#2399,402,211,3
17/12/2016,2016XX246898,129286,ON#2403,481,106,3
17/12/2016,2016XX246898,129286,ON#2370,252,157,4
17/12/2016,2016XX246898,129286,ON#2385,224,191,4
02/10/2016,2016XX215839,124051,ON#2440,474,112,3
02/10/2016,2016XX215839,124051,ON#2431,291,130,4
02/10/2016,2016XX215839,124051,ON#2366,308,179,3
02/10/2016,2016XX215839,124051,ON#2366,470,208,4
06/06/2017,2017XX271713,124126,ON#2404,232,140,3
06/06/2017,2017XX271713,124126,ON#2441,371,213,4
31/12/2017,2018XX211415,122731,ON#2352,376,169,3
19/10/2018,2018XX242229,123961,ON#2417,404,168,4
19/10/2018,2018XX242229,123961,ON#2436,414,132,4
26/10/2015,2015YY224127,129181,ON#2449,316,131,3
26/10/2015,2015YY224127,129181,ON#2419,434,212,3
26/10/2015,2015YY224127,129181,ON#2380,390,124,3
26/10/2015,2015YY224127,129181,ON#2446,276,145,3
24/05/2017,2017XX235362,128851,ON#2380,387,214,3
24/05/2017,2017XX235362,128851,ON#2365,413,190,4
24/05/2017,2017XX235362,128851,ON#2416,266,181,3
02/12/2015,2015XX260128,129481,ON#2356,429,166,4
02/12/2015,2015XX260128,129481,ON#2408,449,202,4
27/02/2018,2018XX245862,123076,ON#2440,339,202,4
27/02/2018,2018XX245862,123076,ON#2433,241,148,4
12/12/2018,2018XX222055,125836,ON#2354,302,150,4
12/12/2018,2018XX222055,125836,ON#2413,458,176,3
12/12/2018,2018XX222055,125836,ON#2365,367,191,4
10/07/2017,2017XX258581,132406,ON#2438,325,218,4
04/10/2016,2016YY215398,126511,ON#2352,447,152,3
15/04/2015,2015YY236734,123436,ON#2430,427,130,4
31/9/2018,2018YY246275,130726,ON#2352,303,138,3
24/04/2018,2018XX246863,121771,ON#2448,261,214,4
19/06/2018,2018XX224078,122821,ON#2415,431,187,3
28/12/2017,2017YY274065,122806,ON#2418,273,116,4
18/12/2018,2018XX249376,132976,ON#2362,204,219,4
11/10/2018,2018XX263306,131671,ON#2371,233,215,4
09/05/2018,2018XX269067,124456,ON#2423,371,164,3
09/05/2018,2018XX269067,124456,ON#2399,305,211,3
28/12/2017,2017XX234830,121891,ON#2354,255,182,3
03/07/2017,2017YY239506,127366,ON#2401,491,220,4
18/12/2018,2018XX218555,132826,ON#2394,439,219,4
20/04/2017,2017XX247584,132046,ON#2406,466,219,4
20/04/2017,2017XX247584,132046,ON#2413,323,117,3
21/09/2018,2018XX248557,124921,ON#2446,205,145,3
26/08/2018,2018XX281023,130471,ON#2387,374,169,3
27/09/2017,2017XX239807,124621,ON#2422,200,176,4
16/09/2017,2017XX265903,123481,ON#2390,437,103,3
20/06/2018,2018XX250188,131491,ON#2406,473,206,4
20/06/2018,2018XX250188,131491,ON#2445,369,172,4
20/06/2018,2018XX250188,131491,ON#2373,280,121,3
20/06/2018,2018XX250188,131491,ON#2379,415,127,4
13/09/2018,2018XX217750,130606,ON#2357,381,195,4
14/09/2018,2018YY215041,126481,ON#2372,390,133,3
14/09/2018,2018YY215041,126481,ON#2423,430,199,4
14/09/2018,2018YY215041,126481,ON#2383,317,204,3
14/09/2018,2018YY215041,126481,ON#2414,356,162,3
11/12/2017,2017XX226801,121996,ON#2358,276,216,4
11/12/2017,2017XX226801,121996,ON#2424,429,128,3
13/07/2018,2018XX255074,127996,ON#2408,266,160,4
23/04/2015,2015XX259253,122386,ON#2440,379,167,3
23/04/2015,2015XX259253,122386,ON#2374,263,107,3
16/07/2018,2018XX246380,131911,ON#2355,443,102,3
17/12/2018,2018XX248235,131386,ON#2363,360,184,4
29/12/2018,2018YY213851,128956,ON#2430,217,151,3
22/02/2017,2017YY278552,132106,ON#2414,202,213,3
22/02/2017,2017YY278552,132106,ON#2364,441,117,4
16/02/2017,2017XX263285,124351,ON#2389,209,181,4
16/02/2017,2017XX263285,124351,ON#2398,398,112,4
16/02/2017,2017XX263285,124351,ON#2361,332,145,3
20/10/2017,2017XX214145,131596,ON#2364,218,217,4
20/10/2017,2017XX214145,131596,ON#2419,458,150,4
22/03/2015,2015XX276753,132121,ON#2424,267,137,4
12/12/2017,2017XX242012,122371,ON#2445,487,191,4
30/2/2017,2017XX275696,126601,ON#2361,451,117,4
19/11/2017,2017YY271069,125026,ON#2352,322,146,3
19/12/2018,2018XX213312,125026,ON#2384,207,138,3
19/12/2018,2018XX213312,125026,ON#2391,379,149,4
19/12/2018,2018XX213312,125026,ON#2378,338,181,4
03/12/2018,2018XX275262,127741,ON#2354,429,120,4
29/05/2015,2015XX253940,125956,ON#2413,228,103,4
29/05/2015,2015XX253940,125956,ON#2404,235,162,4
24/11/2018,2018XX251126,127216,ON#2439,370,186,3
24/11/2018,2018XX251126,127216,ON#2435,318,119,3
24/11/2018,2018XX251126,127216,ON#2413,474,178,4
24/11/2018,2018XX251126,127216,ON#2371,359,174,4
30/04/2015,2015XX280246,127831,ON#2410,267,114,3
05/02/2017,2017YY275843,125086,ON#2428,301,163,4
27/05/2016,2016YY226052,130351,ON#2362,299,163,3
13/10/2016,2016XX277677,130006,ON#2351,306,207,3
13/10/2016,2016XX277677,130006,ON#2402,405,114,3
12/10/2018,2018XX236111,124021,ON#2406,244,161,4
13/07/2017,2017XX275248,123841,ON#2433,360,148,3
28/07/2017,2017XX264790,127441,ON#2439,286,154,4
28/07/2017,2017XX264790,127441,ON#2403,465,188,3
27/10/2015,2015XX238799,123511,ON#2442,405,137,3
04/12/2018,2018XX232828,124036,ON#2370,200,155,3
04/12/2018,2018XX232828,124036,ON#2405,236,118,3
04/12/2018,2018XX232828,124036,ON#2445,359,157,4
20/03/2018,2018XX277628,128836,ON#2357,203,154,3
06/12/2016,2016XX229657,132781,ON#2414,451,108,3
17/07/2015,2015XX225142,123316,ON#2359,387,220,4
17/07/2015,2015XX225142,123316,ON#2432,341,118,3
17/07/2015,2015XX225142,123316,ON#2386,379,156,4
13/11/2016,2016XX245960,124036,ON#2438,487,197,4
13/11/2016,2016XX245960,124036,ON#2425,446,126,4
13/11/2016,2016XX245960,124036,ON#2428,209,109,3
28/09/2018,2018XX266260,131221,ON#2426,438,187,4
24/12/2017,2017XX271342,128311,ON#2381,474,159,3
24/12/2017,2017XX271342,128311,ON#2361,210,138,4
24/12/2017,2017XX271342,128311,ON#2369,230,204,4
30/2/2018,2018XX275542,129031,ON#2449,286,119,3
30/12/2016,2016YY252666,124381,ON#2440,486,151,3
28/07/2015,2015XX268206,130741,ON#2402,201,108,4
03/10/2015,2015XX268934,127306,ON#2358,401,102,4
03/10/2015,2015XX268934,127306,ON#2405,349,105,3
11/08/2018,2018XX239842,122266,ON#2428,415,196,3
05/07/2018,2018XX269319,123106,ON#2425,248,191,4
20/11/2018,2018YY231603,132661,ON#2445,388,101,3
19/12/2018,2018XX254647,128431,ON#2410,471,167,4
09/09/2016,2016XX279777,132331,ON#2383,386,180,4
09/09/2016,2016XX279777,132331,ON#2350,399,140,4
09/09/2016,2016XX279777,132331,ON#2435,236,188,3
07/12/2017,2017YY280253,125821,ON#2417,281,104,3
07/12/2017,2017YY280253,125821,ON#2422,248,185,4
07/12/2017,2017YY280253,125821,ON#2402,308,163,4
07/12/2017,2017YY280253,125821,ON#2425,409,154,3
07/12/2017,2017YY280253,125821,ON#2356,204,136,4
07/12/2017,2017YY280253,125821,ON#2388,409,107,3
07/12/2017,2017YY280253,125821,ON#2403,217,127,3
26/04/2018,2018XX267093,127261,ON#2350,486,168,4
26/04/2018,2018XX267093,127261,ON#2385,457,172,3
26/04/2018,2018XX267093,127261,ON#2363,242,187,4
20/12/2018,2018XX237455,129211,ON#2448,460,120,4
20/12/2018,2018XX237455,129211,ON#2434,316,162,3
05/12/2017,2017XX277656,128131,ON#2353,417,131,4
15/12/2018,2018XX281072,129286,ON#2410,488,153,3
15/12/2018,2018XX281072,129286,ON#2361,426,122,3
15/12/2018,2018XX281072,129286,ON#2373,303,175,3
13/12/2018,2018XX246128,125251,ON#2349,415,128,4
13/12/2018,2018XX246128,125251,ON#2429,213,219,4
13/12/2018,2018XX246128,125251,ON#2429,434,191,4
13/12/2018,2018XX246128,125251,ON#2403,355,206,4
13/12/2018,2018XX246128,125251,ON#2390,489,213,4
13/12/2018,2018XX246128,125251,ON#2369,452,112,4
19/09/2017,2017XX264566,125761,ON#2416,383,191,4
28/07/2018,2018XX234851,129106,ON#2388,395,138,3
05/06/2018,2018XX280113,131506,ON#2391,485,157,3
25/12/2016,2016XX269669,127576,ON#2360,491,207,4
25/12/2016,2016XX269669,127576,ON#2355,438,135,4
27/05/2018,2018XX254878,130291,ON#2445,422,163,3
27/05/2018,2018XX254878,130291,ON#2399,476,143,4
17/12/2018,2018XX248641,121666,ON#2368,297,159,4
17/12/2018,2018XX248641,121666,ON#2355,372,140,3
17/12/2018,2018XX248641,121666,ON#2412,429,107,3
17/12/2018,2018XX248641,121666,ON#2426,280,149,4
28/12/2015,2015XX274079,123751,ON#2436,241,142,4
28/12/2015,2015XX274079,123751,ON#2434,215,155,3
07/12/2018,2018XX279154,126676,ON#2406,323,218,3
07/12/2018,2018XX279154,126676,ON#2382,276,191,3
07/12/2018,2018XX279154,126676,ON#2389,490,129,3
07/12/2018,2018XX279154,126676,ON#2448,475,108,4
07/12/2018,2018XX279154,126676,ON#2378,271,153,3
17/12/2018,2018XX223021,121621,ON#2433,441,108,4
08/06/2016,2016XX248725,121786,ON#2364,319,190,4
08/06/2016,2016XX248725,121786,ON#2416,447,179,4
05/12/2018,2018XX250986,124156,ON#2389,417,119,4
04/11/2018,2018XX245820,126151,ON#2354,214,125,3
14/02/2015,2015XX220445,129481,ON#2365,201,172,3
13/07/2016,2016XX251063,125686,ON#2371,328,208,4
13/07/2016,2016XX251063,125686,ON#2378,387,114,3
13/08/2015,2015XX242523,123676,ON#2406,349,115,4
13/08/2015,2015XX242523,123676,ON#2397,407,129,4
07/12/2015,2015YY224085,131071,ON#2421,458,127,4
07/12/2015,2015YY224085,131071,ON#2387,263,184,3
26/06/2017,2017XX250482,127156,ON#2351,361,185,3
26/06/2017,2017XX250482,127156,ON#2423,369,159,3
26/06/2017,2017XX250482,127156,ON#2389,472,139,4
22/03/2017,2017XX250223,128746,ON#2416,450,105,3
22/03/2017,2017XX250223,128746,ON#2378,442,152,3
22/03/2017,2017XX250223,128746,ON#2351,261,210,4
22/03/2017,2017XX250223,128746,ON#2442,200,137,3
03/11/2017,2017XX245589,132376,ON#2431,388,161,4
12/04/2018,2018XX258504,128851,ON#2422,319,118,4
10/10/2017,2017XX224106,121846,ON#2377,364,187,3
15/08/2015,2015YY261745,130261,ON#2391,407,198,3
22/07/2015,2015XX249530,129511,ON#2409,406,132,4
22/07/2015,2015XX249530,129511,ON#2429,487,109,3
22/07/2015,2015XX249530,129511,ON#2408,444,214,3
22/07/2015,2015XX249530,129511,ON#2400,339,167,4
22/07/2015,2015XX249530,129511,ON#2428,372,120,4
22/07/2015,2015XX249530,129511,ON#2433,291,104,3
06/08/2016,2016XX241823,132841,ON#2422,320,158,4
17/12/2018,2018XX215594,130921,ON#2416,260,106,4
09/10/2017,2017XX242712,128986,ON#2427,231,185,4
18/06/2015,2015XX259974,130171,ON#2425,424,152,4
14/11/2018,2018XX227732,123841,ON#2367,395,181,3
25/11/2015,2015XX241942,121486,ON#2431,277,175,4
06/12/2017,2017XX235985,126271,ON#2373,484,220,3
26/08/2017,2017XX226738,130636,ON#2403,284,117,4
18/05/2018,2018XX246058,131536,ON#2379,337,152,3
18/05/2018,2018XX246058,131536,ON#2401,245,154,3
18/05/2018,2018XX246058,131536,ON#2450,401,136,3
18/05/2018,2018XX246058,131536,ON#2438,320,150,4
18/05/2018,2018XX246058,131536,ON#2352,272,156,3
18/10/2016,2016YY250132,128086,ON#2350,232,168,4
24/09/2017,2017YY271741,129226,ON#2392,418,164,3
24/09/2017,2017YY271741,129226,ON#2419,445,189,4
24/09/2017,2017YY271741,129226,ON#2372,449,139,3
09/12/2016,2016XX234781,131206,ON#2381,443,198,3
09/12/2016,2016XX234781,131206,ON#2423,400,106,3
09/12/2016,2016XX234781,131206,ON#2431,456,126,4
09/12/2016,2016XX234781,131206,ON#2394,411,160,4
18/12/2018,2018XX235887,127111,ON#2354,453,148,3
09/12/2016,2016XX275654,121561,ON#2394,204,190,4
09/12/2016,2016XX275654,121561,ON#2418,244,174,3
23/05/2018,2018XX280267,128911,ON#2396,435,179,3
25/09/2015,2015XX217932,130756,ON#2414,464,149,3
18/12/2018,2018XX228068,121966,ON#2383,384,213,4
25/04/2017,2017YY275402,123991,ON#2361,447,136,4
22/10/2016,2016XX279693,124066,ON#2419,410,219,3
22/10/2016,2016XX279693,124066,ON#2410,212,133,3
22/12/2017,2017YY225506,127291,ON#2434,238,155,3
17/10/2018,2018XX245386,121171,ON#2410,301,138,4
12/07/2016,2016YY235173,122716,ON#2388,382,196,3
12/07/2016,2016YY235173,122716,ON#2378,240,207,3
12/07/2016,2016YY235173,122716,ON#2442,274,105,3
12/07/2016,2016YY235173,122716,ON#2425,403,177,3
12/07/2016,2016YY235173,122716,ON#2431,352,143,4
04/11/2018,2018XX212962,121156,ON#2437,382,138,3
06/06/2017,2017YY259204,133036,ON#2391,243,219,4
12/10/2018,2018XX260772,127396,ON#2387,446,160,4
12/10/2018,2018XX260772,127396,ON#2351,320,108,4
12/10/2018,2018XX260772,127396,ON#2413,476,205,3
30/05/2016,2016XX246387,122341,ON#2364,251,209,3
07/12/2018,2018XX236503,123541,ON#2382,250,170,3
07/12/2018,2018XX236503,123541,ON#2360,380,204,3
30/10/2015,2015XX248564,124726,ON#2433,479,209,3
03/05/2018,2018XX232632,132586,ON#2383,238,175,4
03/05/2018,2018XX232632,132586,ON#2394,272,153,4
07/11/2018,2018YY259267,129676,ON#2357,364,175,3
07/11/2018,2018YY259267,129676,ON#2355,444,128,3
07/11/2018,2018YY259267,129676,ON#2419,292,201,3
10/05/2017,2017XX239730,131461,ON#2430,298,138,4
10/05/2017,2017XX239730,131461,ON#2394,401,167,4
28/09/2016,2016YY211590,132481,ON#2368,472,165,4
20/11/2018,2018XX242705,126121,ON#2411,256,110,4
20/11/2018,2018XX242705,126121,ON#2409,447,114,4
20/11/2018,2018XX242705,126121,ON#2352,451,197,3
20/11/2018,2018XX242705,126121,ON#2443,424,194,4
08/12/2017,2017XX255767,124456,ON#2445,294,142,3
04/04/2018,2018XX238834,130561,ON#2423,240,162,3
28/12/2016,2016XX256397,127261,ON#2396,227,181,4
28/12/2016,2016XX256397,127261,ON#2432,475,194,4
14/04/2018,2018XX218072,122326,ON#2441,229,178,3
14/04/2018,2018XX218072,122326,ON#2359,245,143,3
14/04/2018,2018XX218072,122326,ON#2390,243,119,3
14/04/2018,2018XX218072,122326,ON#2436,464,150,4
14/04/2018,2018XX218072,122326,ON#2404,421,111,3
30/12/2018,2018YY231302,128866,ON#2398,227,114,3
18/12/2015,2015XX230588,133006,ON#2352,301,109,4
18/12/2015,2015XX230588,133006,ON#2408,446,211,3
18/12/2015,2015XX230588,133006,ON#2413,468,142,4
04/02/2017,2017XX236419,128026,ON#2399,354,114,4
04/11/2016,2016XX237350,122866,ON#2412,483,133,4
21/08/2015,2015XX255116,127486,ON#2420,492,159,4
21/08/2015,2015XX255116,127486,ON#2375,269,202,3
21/08/2015,2015XX255116,127486,ON#2412,283,115,4
22/06/2015,2015XX215993,122641,ON#2443,204,181,4
05/10/2018,2018XX212395,127516,ON#2372,364,172,4
05/10/2018,2018XX212395,127516,ON#2424,242,153,4
28/06/2018,2018YY243510,124591,ON#2363,490,154,3
28/06/2018,2018YY243510,124591,ON#2371,263,112,4
28/02/2015,2015XX211541,126451,ON#2380,477,131,4
10/03/2018,2018XX229986,132526,ON#2376,348,199,3
10/03/2018,2018XX229986,132526,ON#2366,245,168,3
10/03/2018,2018XX229986,132526,ON#2405,242,208,3
10/03/2018,2018XX229986,132526,ON#2357,455,183,3
31/4/2018,2018YY270418,124021,ON#2376,214,173,4
31/4/2018,2018YY270418,124021,ON#2395,377,172,3
04/04/2017,2017XX223336,122821,ON#2430,369,220,3
04/04/2017,2017XX223336,122821,ON#2408,208,160,4
04/04/2017,2017XX223336,122821,ON#2436,487,106,4
24/09/2016,2016XX225681,132106,ON#2419,236,113,3
24/09/2016,2016XX225681,132106,ON#2386,290,129,4
24/09/2016,2016XX225681,132106,ON#2441,300,212,4
24/09/2016,2016XX225681,132106,ON#2417,399,133,3
28/05/2018,2018XX246905,123916,ON#2380,337,215,3
28/05/2018,2018XX246905,123916,ON#2361,487,204,3
15/05/2018,2018XX242446,123466,ON#2429,470,180,3
15/05/2018,2018XX242446,123466,ON#2350,221,137,3
23/12/2018,2018XX230791,126421,ON#2400,391,182,4
23/12/2018,2018XX230791,126421,ON#2390,261,182,4
09/12/2017,2017XX235775,127246,ON#2392,253,165,4
24/04/2018,2018YY251287,125161,ON#2356,395,133,4
26/08/2017,2017XX214250,127741,ON#2428,280,116,4
11/08/2018,2018XX238673,125371,ON#2350,403,107,4
18/08/2017,2017XX232884,121591,ON#2442,472,110,3
18/08/2017,2017XX232884,121591,ON#2359,246,216,4
18/08/2017,2017XX232884,121591,ON#2399,432,123,3
18/08/2017,2017XX232884,121591,ON#2349,296,211,4
18/08/2017,2017XX232884,121591,ON#2412,256,190,3
24/09/2017,2017XX261563,128881,ON#2366,464,149,3
24/09/2017,2017XX261563,128881,ON#2427,339,106,4
24/09/2017,2017XX261563,128881,ON#2379,412,216,4
24/09/2017,2017XX261563,128881,ON#2402,224,101,3
24/09/2017,2017XX261563,128881,ON#2446,385,198,3
24/09/2017,2017XX261563,128881,ON#2435,327,192,3
12/07/2016,2016XX232933,126721,ON#2384,229,220,3
12/07/2016,2016XX232933,126721,ON#2409,293,113,3
12/07/2016,2016XX232933,126721,ON#2444,440,162,4
12/07/2016,2016XX232933,126721,ON#2448,436,132,4
12/07/2016,2016XX232933,126721,ON#2356,384,156,4
12/07/2016,2016XX232933,126721,ON#2448,224,161,3
12/07/2016,2016XX232933,126721,ON#2359,307,145,3
12/07/2016,2016XX232933,126721,ON#2418,315,127,3
09/10/2018,2018XX261108,125221,ON#2448,410,187,3
03/11/2018,2018XX258777,122266,ON#2352,468,197,3
17/12/2015,2015XX247612,123211,ON#2394,482,134,4
17/12/2015,2015XX247612,123211,ON#2426,271,203,3
17/12/2015,2015XX247612,123211,ON#2358,223,169,3
17/12/2015,2015XX247612,123211,ON#2429,208,165,4
25/09/2015,2015XX219129,126571,ON#2388,379,119,3
25/09/2015,2015XX219129,126571,ON#2384,266,143,4
13/12/2018,2018XX275381,128086,ON#2394,293,188,4
13/12/2018,2018XX275381,128086,ON#2438,355,112,3
13/12/2018,2018XX275381,128086,ON#2422,482,164,3
13/12/2018,2018XX275381,128086,ON#2448,349,150,4
13/12/2018,2018XX275381,128086,ON#2401,461,201,3
13/12/2018,2018XX275381,128086,ON#2360,398,162,4
26/05/2016,2016XX223770,126961,ON#2350,324,152,3
13/12/2015,2015YY234172,123856,ON#2379,311,203,3
26/10/2018,2018XX273785,130471,ON#2447,321,208,4
26/10/2018,2018XX273785,130471,ON#2419,202,124,4
06/10/2017,2017YY259323,121936,ON#2409,492,110,3
12/03/2018,2018XX243041,122956,ON#2443,397,194,3
12/03/2018,2018XX243041,122956,ON#2424,315,175,4
30/07/2015,2015XX220431,121936,ON#2358,342,214,3
08/07/2017,2017XX231771,130921,ON#2369,271,138,3
21/12/2015,2015YY220249,127621,ON#2394,206,125,3
16/12/2016,2016XX259043,129496,ON#2393,230,136,4
16/12/2016,2016XX259043,129496,ON#2434,276,171,3
16/12/2016,2016XX259043,129496,ON#2426,441,148,3
16/12/2016,2016XX259043,129496,ON#2391,354,210,4
21/08/2018,2018XX261710,132061,ON#2414,228,152,3
04/09/2015,2015XX240199,125521,ON#2449,441,216,3
25/09/2016,2016XX250797,124921,ON#2375,317,185,3
25/09/2016,2016XX250797,124921,ON#2423,481,218,4
27/04/2017,2017YY273890,124321,ON#2445,488,171,3
27/04/2017,2017YY273890,124321,ON#2403,374,156,4
13/10/2015,2015YY262137,130201,ON#2400,266,180,4
22/10/2015,2015XX265182,126106,ON#2411,442,179,4
22/10/2015,2015XX265182,126106,ON#2379,216,196,4
22/10/2015,2015XX265182,126106,ON#2413,205,155,3
22/10/2015,2015XX265182,126106,ON#2395,428,195,4
22/10/2015,2015XX265182,126106,ON#2422,276,160,4
22/10/2015,2015XX265182,126106,ON#2410,205,112,4
29/11/2017,2017XX257895,127546,ON#2355,224,100,4
28/06/2017,2017XX249908,127786,ON#2433,328,199,4
28/06/2017,2017XX249908,127786,ON#2388,208,174,3
22/12/2018,2018XX218674,130186,ON#2384,486,194,4
22/04/2017,2017YY245092,127576,ON#2379,368,178,3
22/04/2017,2017YY245092,127576,ON#2399,428,167,3
22/04/2017,2017YY245092,127576,ON#2441,469,211,3
12/12/2018,2018XX268696,125026,ON#2397,320,105,3
24/10/2018,2018YY243272,122026,ON#2444,330,175,3
24/10/2018,2018YY243272,122026,ON#2440,414,180,3
11/10/2018,2018XX233493,131506,ON#2419,232,130,4
06/12/2018,2018XX216448,132061,ON#2438,430,183,3
06/12/2018,2018XX216448,132061,ON#2366,243,146,3
06/12/2018,2018XX216448,132061,ON#2439,200,182,3
10/12/2018,2018XX264125,122761,ON#2450,352,204,3
10/12/2018,2018XX264125,122761,ON#2360,273,185,3
10/12/2018,2018XX264125,122761,ON#2409,490,179,3
10/12/2018,2018XX264125,122761,ON#2421,482,110,3
08/12/2015,2015XX234711,132091,ON#2376,289,181,4
08/12/2015,2015XX234711,132091,ON#2365,392,179,4
13/04/2018,2018XX270565,127696,ON#2438,394,181,3
21/11/2018,2018YY257629,127276,ON#2364,275,127,3
21/11/2018,2018YY257629,127276,ON#2439,398,104,4
28/12/2016,2016YY274996,124051,ON#2360,346,113,4
03/11/2018,2018XX235194,130741,ON#2418,230,111,4
05/07/2018,2018XX270166,129151,ON#2437,380,149,3
02/10/2015,2015XX276641,126241,ON#2441,392,113,3
02/10/2015,2015XX276641,126241,ON#2369,267,167,3
09/09/2017,2017XX280239,123766,ON#2414,435,186,3
23/08/2018,2018XX220963,125476,ON#2389,391,167,4
11/08/2016,2016XX260597,125056,ON#2450,490,159,4
02/12/2015,2015XX242740,132391,ON#2370,231,187,3
19/12/2018,2018XX275213,121141,ON#2372,286,199,4
19/06/2015,2015XX275437,132181,ON#2360,461,142,4
19/06/2015,2015XX275437,132181,ON#2372,483,161,4
11/12/2015,2015XX269585,131011,ON#2385,211,209,3
11/12/2015,2015XX269585,131011,ON#2352,303,203,4
11/12/2015,2015XX269585,131011,ON#2425,396,141,4
11/12/2015,2015XX269585,131011,ON#2385,447,107,4
11/12/2015,2015XX269585,131011,ON#2447,254,100,3
11/12/2015,2015XX269585,131011,ON#2385,392,166,3
10/02/2017,2017XX220095,127891,ON#2419,325,201,3
10/02/2017,2017XX220095,127891,ON#2406,307,192,4
23/10/2018,2018YY219458,131086,ON#2399,402,131,4
23/10/2018,2018YY219458,131086,ON#2397,318,207,4
24/12/2015,2015XX253527,131311,ON#2426,214,177,3
27/06/2017,2017XX243622,132346,ON#2428,232,183,3
27/06/2017,2017XX243622,132346,ON#2389,309,104,4
09/08/2018,2018XX261402,132901,ON#2391,449,216,3
14/06/2015,2015XX225646,129436,ON#2446,327,162,4
11/12/2018,2018XX215853,125386,ON#2394,351,125,3
11/12/2018,2018XX215853,125386,ON#2391,250,141,3
03/11/2016,2016YY248221,126571,ON#2368,464,122,3
03/11/2016,2016YY248221,126571,ON#2411,279,199,4
03/11/2016,2016YY248221,126571,ON#2365,474,116,4
03/11/2015,2015XX219402,125191,ON#2356,421,155,3
03/11/2015,2015XX219402,125191,ON#2349,313,116,4
03/11/2015,2015XX219402,125191,ON#2429,431,176,4
03/11/2015,2015XX219402,125191,ON#2417,381,185,3
03/11/2015,2015XX219402,125191,ON#2350,323,118,3
03/11/2015,2015XX219402,125191,ON#2449,422,170,3
03/11/2015,2015XX219402,125191,ON#2390,488,151,4
12/09/2015,2015XX265854,127756,ON#2434,400,196,4
02/10/2018,2018XX242838,122626,ON#2359,352,198,3
17/05/2018,2018YY267569,129481,ON#2385,445,139,3
17/05/2018,2018YY267569,129481,ON#2394,400,105,4
17/05/2018,2018YY267569,129481,ON#2400,463,106,4
25/05/2017,2017XX250146,126241,ON#2375,360,103,3
16/02/2017,2017XX251959,130936,ON#2406,319,217,4
03/06/2017,2017XX258049,123586,ON#2443,309,161,3
03/06/2017,2017XX258049,123586,ON#2370,262,211,4
21/12/2017,2017YY239184,124306,ON#2425,305,123,3
21/12/2017,2017YY239184,124306,ON#2390,354,130,4
21/12/2017,2017YY239184,124306,ON#2393,331,161,3
02/03/2017,2017YY252022,123871,ON#2356,236,174,3
31/4/2018,2018XX225737,125011,ON#2387,320,157,4
02/12/2018,2018XX224568,131326,ON#2424,380,173,4
02/12/2018,2018XX224568,131326,ON#2364,262,148,4
11/12/2018,2018YY252120,122296,ON#2385,336,161,4
11/12/2018,2018YY252120,122296,ON#2381,319,104,3
